id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
44753695,CIPBITMM,Nexi,09315660960,ASST Grande Ospedale Metropolitano Niguarda,20162,MI,36.00,2026-02-26T00:00:00.000,TICKET_SANITARIO
44753694,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,131.58,2026-02-26T00:00:00.000,Tassa Auto
44753693,BPMOIT22,BPER Banca S.p.A.,02613080189,ASST di Pavia,27100,PV,282.00,2026-02-26T00:00:00.000,TICKET_SANITARIO
44753692,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,211.91,2026-02-26T00:00:00.000,Tassa Auto
44753691,ABI03069,Intesa Sanpaolo S.p.A,02613080189,ASST di Pavia,27100,PV,132.00,2026-02-26T00:00:00.000,TICKET_SANITARIO
44753690,ABI03058,CheBanca! S.p.A.,09319690963,ASST Fatebenefratelli Sacco,20157,MI,36.00,2026-02-26T00:00:00.000,TICKET_SANITARIO
44753689,ABI03069,Intesa Sanpaolo S.p.A,02032910156,Comune di Novate Milanese,20026,MI,31.40,2026-02-26T00:00:00.000,in_violazione_cds
44753688,WOLLNLB1,Worldpay BV,80050050154,Regione Lombardia,20124,MI,206.69,2026-02-26T00:00:00.000,Tassa Auto
44753687,SELBIT2B,Banca Sella S.p.A.,09320650964,ASST Melegnano e della Martesana,20070,MI,36.00,2026-02-26T00:00:00.000,PRENOTA_SALUTE
44753686,WOLLNLB1,Worldpay BV,00467720181,Comune di Stradella,27049,PV,10.00,2026-02-26T00:00:00.000,mensascolastica
44753685,CIPBITMM,Nexi,04114370168,ASST Papa Giovanni XXIII,24127,BG,112.00,2026-02-26T00:00:00.000,TICKET_SANITARIO
44753682,CIPBITMM,Nexi,80005370137,Comune di Como,22100,CO,69.10,2026-02-26T00:00:00.000,meg_violazioni_cds
44753681,SATYLUL1,Satispay,00374120178,Comune di Bovezzo,25073,BS,121.50,2026-02-26T00:00:00.000,app_mensascolastica
44753680,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,55.90,2026-02-26T00:00:00.000,Tassa Auto
44753679,MOONITMMXXX,MOONEY S.P.A.,03775110988,ASST Degli Spedali Civili di Brescia,25123,BS,36.00,2026-02-26T00:00:00.000,TICKET_SANITARIO
44753678,WOLLNLB1,Worldpay BV,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,17.90,2026-02-26T00:00:00.000,PRENOTA_SALUTE
44753677,BPMOIT22,BPER Banca S.p.A.,00186490181,Comune di Voghera,27058,PV,41.40,2026-02-26T00:00:00.000,in_violazione_cds
44753676,ABI03015,FinecoBank Banca Fineco S.p.A.,80008750178,Provincia di Brescia,25121,BS,44.40,2026-02-26T00:00:00.000,os_verbali_pp
44753665,BCITITMM,Intesa Sanpaolo S.p.A,03622110132,ASST Lariana,22100,CO,23.20,2026-02-26T00:00:00.000,TICKET_SANITARIO
44753661,CIPBITMM,Nexi,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,50.00,2026-02-26T00:00:00.000,ASST924_MENSA
44753657,CIPBITMM,Nexi,80005370137,Comune di Como,22100,CO,69.10,2026-02-26T00:00:00.000,meg_violazioni_cds
44753655,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,55.40,2026-02-26T00:00:00.000,Tassa Auto
44753654,CIPBITMM,Nexi,00685130163,Comune di Mapello,24030,BG,128.85,2026-02-26T00:00:00.000,mg_violazionecodicestrada
44753653,ABI08374,Banca di Credito Cooperativo di Barlassina (Milano) - soc.coop.,09314320962,ASST della Brianza,20871,MB,17.90,2026-02-26T00:00:00.000,TICKET_SANITARIO
44753651,BPMOIT22,BPER Banca S.p.A.,80050050154,Regione Lombardia,20124,MI,23.00,2026-02-26T00:00:00.000,Tassa Auto
