id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
44662478,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,103.87,2026-02-23T00:00:00.000,Tassa Auto
44662477,WOLLNLB1,Worldpay BV,09321970965,ASST Santi Paolo e Carlo,20142,MI,25.00,2026-02-23T00:00:00.000,PRENOTA_SALUTE
44662476,BPMOIT22,BPER Banca S.p.A.,80050050154,Regione Lombardia,20124,MI,35.20,2026-02-23T00:00:00.000,Tassa Auto
44662475,BNLIITRR,Worldline,03775110988,ASST Degli Spedali Civili di Brescia,25123,BS,36.00,2026-02-23T00:00:00.000,PRENOTA_SALUTE
44662474,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,70.35,2026-02-23T00:00:00.000,Tassa Auto
44662473,ABI02008,Unicredit S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.62,2026-02-23T00:00:00.000,solleciti
44662472,SATYLUL1,Satispay,00761890177,Comune di Brescia,25121,BS,63.10,2026-02-23T00:00:00.000,ts_sanamm
44662471,CIPBITMM,Nexi,09320420962,ASST Nord Milano,20099,MI,36.00,2026-02-23T00:00:00.000,TICKET_SANITARIO
44662468,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,300.68,2026-02-23T00:00:00.000,Tassa Auto
44662467,MOONITMMXXX,MOONEY S.P.A.,01629350198,ASST di Crema,26013,CR,36.00,2026-02-23T00:00:00.000,TICKET_SANITARIO
44662466,ABI36080,Admiral Pay IP S.r.l.,80008750178,Provincia di Brescia,25121,BS,45.70,2026-02-23T00:00:00.000,os_verbali_pp
44662465,WOLLNLB1,Worldpay BV,80050050154,Regione Lombardia,20124,MI,21.32,2026-02-23T00:00:00.000,Tassa Auto
44662443,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,22.37,2026-02-23T00:00:00.000,Tassa Auto
44662442,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,300.28,2026-02-23T00:00:00.000,Tassa Auto
44662441,ABI03069,Intesa Sanpaolo S.p.A,85001870188,Comune di Vigevano,27029,PV,76.25,2026-02-23T00:00:00.000,ts_verbali_cds
44662439,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,20.95,2026-02-23T00:00:00.000,Tassa Auto
44662438,MOONITMMXXX,MOONEY S.P.A.,80050050154,Regione Lombardia,20124,MI,21.01,2026-02-23T00:00:00.000,Tassa Auto
44662437,BNLIITRR,Worldline,80050050154,Regione Lombardia,20124,MI,22.28,2026-02-23T00:00:00.000,Tassa Auto
44662436,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,310.85,2026-02-23T00:00:00.000,Tassa Auto
44662435,ABI03296,Banca Fideuram,03775830981,ASST della Valcamonica,25043,BS,25.00,2026-02-23T00:00:00.000,TICKET_SANITARIO
44662434,WOLLNLB1,Worldpay BV,00397220187,Comune di Belgioioso,27011,PV,200.00,2026-02-23T00:00:00.000,nv_mensascolastica
44662429,SELBIT2B,Banca Sella S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,6.33,2026-02-23T00:00:00.000,solleciti
44662428,CIPBITMM,Nexi,09319650967,ASST Ovest Milanese,20025,MI,30.62,2026-02-23T00:00:00.000,TICKET_SANITARIO
44662427,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,258.51,2026-02-23T00:00:00.000,Tassa Auto
44662426,WOLLNLB1,Worldpay BV,80018310179,Comune di Cellatica,25060,BS,68.60,2026-02-23T00:00:00.000,MENSA_RL
44662425,PPAYITR1XXX,Postepay,00792720153,Comune di Garbagnate Milanese,20024,MI,64.34,2026-02-23T00:00:00.000,mg_violazioni_cds
44662424,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,13.95,2026-02-23T00:00:00.000,solleciti
44662418,ABI03069,Intesa Sanpaolo S.p.A,09320420962,ASST Nord Milano,20099,MI,25.00,2026-02-23T00:00:00.000,PRENOTA_SALUTE
44662416,SELBIT2B,Banca Sella S.p.A.,00761890177,Comune di Brescia,25121,BS,15.00,2026-02-23T00:00:00.000,accabus
44662393,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,24.40,2026-02-23T00:00:00.000,solleciti
44662529,ABI03069,Intesa Sanpaolo S.p.A,00792720153,Comune di Garbagnate Milanese,20024,MI,540.00,2026-02-23T00:00:00.000,ek_rettediurno
44662528,ABI03069,Intesa Sanpaolo S.p.A,82000950160,Comune di Bonate Sopra,24040,BG,1451.61,2026-02-23T00:00:00.000,in_violazione_cds
44662527,WOLLNLB1,Worldpay BV,80050050154,Regione Lombardia,20124,MI,16.00,2026-02-23T00:00:00.000,MARCA_BOLLO_VIRTUALE_001
44662526,ABI03069,Intesa Sanpaolo S.p.A,00666520176,Comune di Nuvolento,25080,BS,402.00,2026-02-23T00:00:00.000,pj_mensascolastica
44662524,ABI03069,Intesa Sanpaolo S.p.A,09320520969,ATS della Citta' Metropolitana di Milano,20122,MI,388.88,2026-02-23T00:00:00.000,ATS321_FAT_IMP
44662523,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.68,2026-02-23T00:00:00.000,solleciti
44662522,ABI03069,Intesa Sanpaolo S.p.A,00297960197,Comune di Cremona,26100,CR,1810.00,2026-02-23T00:00:00.000,gm_cimit_votive
44662521,BCITITMM,Intesa Sanpaolo S.p.A,09319690963,ASST Fatebenefratelli Sacco,20157,MI,36.00,2026-02-23T00:00:00.000,TICKET_SANITARIO
44662519,PPAYITR1XXX,Postepay,81000370205,Comune di Asola,46041,MN,50.00,2026-02-23T00:00:00.000,app_mensascolastica
44662518,ABI03069,Intesa Sanpaolo S.p.A,09315660960,ASST Grande Ospedale Metropolitano Niguarda,20162,MI,25620.00,2026-02-23T00:00:00.000,ASST701_FATT_ELE
44662517,ABI03069,Intesa Sanpaolo S.p.A,00828590158,Comune di San Donato Milanese,20097,MI,213.52,2026-02-23T00:00:00.000,REFEZ
44662516,ABI03069,Intesa Sanpaolo S.p.A,03622120131,ASST di Lecco,23900,LC,50.00,2026-02-23T00:00:00.000,TICKET_SANITARIO
44662515,ABI03069,Intesa Sanpaolo S.p.A,09320520969,ATS della Citta' Metropolitana di Milano,20122,MI,659.43,2026-02-23T00:00:00.000,ATS321_FAT_IMP
44662514,ABI03069,Intesa Sanpaolo S.p.A,09320520969,ATS della Citta' Metropolitana di Milano,20122,MI,2115.00,2026-02-23T00:00:00.000,ATS321_SAN_VET
44662513,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,7.68,2026-02-23T00:00:00.000,solleciti
44662512,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.21,2026-02-23T00:00:00.000,solleciti
44662511,ABI02008,Unicredit S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,3.83,2026-02-23T00:00:00.000,solleciti
44662510,ABI03069,Intesa Sanpaolo S.p.A,00880000153,Comune di Corsico,20094,MI,350.26,2026-02-23T00:00:00.000,pv_erp_affitti
