id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto
44834622,ABI08715,BANCA DI UDINE CRED. COOP. SOC. COOP.,00761890177,Comune di Brescia,25121,BS,19.70,2026-03-01T00:00:00.000,ts_sanamm
44834621,ABI03069,Intesa Sanpaolo S.p.A,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.59,2026-03-01T00:00:00.000,solleciti
44834620,SELBIT2B,Banca Sella S.p.A.,80050050154,Regione Lombardia,20124,MI,41.07,2026-03-01T00:00:00.000,Tassa Auto
44834619,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,137.15,2026-03-01T00:00:00.000,Tassa Auto
44834618,ABI03069,Intesa Sanpaolo S.p.A,00635680176,Comune di Capriolo,25031,BS,29.40,2026-03-01T00:00:00.000,in_violazione_cds
44834617,BCITITMM,Intesa Sanpaolo S.p.A,02032910156,Comune di Novate Milanese,20026,MI,40.40,2026-03-01T00:00:00.000,in_violazione_cds
44834616,BPMOIT22,BPER Banca S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.27,2026-03-01T00:00:00.000,solleciti
44834615,SATYLUL1,Satispay,00233930130,Comune di Cantù,22063,CO,33.00,2026-03-01T00:00:00.000,mensascolastica
44834614,ABI03069,Intesa Sanpaolo S.p.A,09323530965,ASST Rhodense,20024,MI,36.00,2026-03-01T00:00:00.000,TICKET_SANITARIO
44834613,SELBIT2B,Banca Sella S.p.A.,80050050154,Regione Lombardia,20124,MI,237.32,2026-03-01T00:00:00.000,Tassa Auto
44834612,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,185.62,2026-03-01T00:00:00.000,RL_BIL_PAGOPAPOST
44834611,BPMOIT22,BPER Banca S.p.A.,00761890177,Comune di Brescia,25121,BS,29.40,2026-03-01T00:00:00.000,ts_sanamm
44834610,CIPBITMM,Nexi,80002130195,Provincia di Cremona,26100,CR,299.00,2026-03-01T00:00:00.000,mun_violazioni_cds
44834608,SELBIT2B,Banca Sella S.p.A.,09319690963,ASST Fatebenefratelli Sacco,20157,MI,26.20,2026-03-01T00:00:00.000,TICKET_SANITARIO
44834607,MOONITMMXXX,MOONEY S.P.A.,80005370137,Comune di Como,22100,CO,101.40,2026-03-01T00:00:00.000,meg_preavvisi_cds
44834606,BPMOIT22,BPER Banca S.p.A.,00273580126,Comune di Gemonio,21036,VA,155.87,2026-03-01T00:00:00.000,in_violazione_cds
44834605,BCITITMM,Intesa Sanpaolo S.p.A,09314190969,ATS della Brianza,20900,MB,10.33,2026-03-01T00:00:00.000,ATS324_BAN_CON
44834591,ABI03385,Isy Bank S.p.A.,80005370137,Comune di Como,22100,CO,101.40,2026-03-01T00:00:00.000,meg_preavvisi_cds
44834590,BCITITMM,Intesa Sanpaolo S.p.A,00233930130,Comune di Cantù,22063,CO,50.00,2026-03-01T00:00:00.000,mensascolastica
44834589,ABI03385,Isy Bank S.p.A.,00453990178,Comune di Bagnolo Mella,25021,BS,72.10,2026-03-01T00:00:00.000,dt_mensascolastica
44834588,SELBIT2B,Banca Sella S.p.A.,80050050154,Regione Lombardia,20124,MI,31.95,2026-03-01T00:00:00.000,Tassa Auto
44834581,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,176.06,2026-03-01T00:00:00.000,Tassa Auto
44834580,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,154.80,2026-03-01T00:00:00.000,Tassa Auto
44834579,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,131.58,2026-03-01T00:00:00.000,Tassa Auto
44834578,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,23.00,2026-03-01T00:00:00.000,Licenza di Pesca
44834577,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,137.57,2026-03-01T00:00:00.000,Tassa Auto
